# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 16 12:01:31 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1148,EPIC 212543933,EPIC 212543933.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h46m36.56s,206.652328,-11d48m17.8s,-11.804943,7.80651068,,,0,2457231.300882,,,0,,,,,,,,,,,,,,,,,14.010,,0,12.497,0.033,0
1149,EPIC 212543933,EPIC 212543933.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h46m36.56s,206.652328,-11d48m17.8s,-11.804943,7.80600000,,,0,2457223.497000,,,0,,,,,0.02184,,,0,,,,,,,,,14.010,,0,12.497,0.033,0
1150,EPIC 212554013,EPIC 212554013.01,K2-127 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,6,0,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,3.58816000,0.00001000,-0.00001000,0,2457223.926000,0.000000,0.000000,0,12.110000,,,0,0.11800,0.00200,-0.00200,0,8.680,0.680,-0.590,0,,,,,14.733,,0,12.793,0.033,0
1151,EPIC 212554013,EPIC 212554013.01,K2-127 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,6,1,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,3.58815800,0.00003000,-0.00003100,0,2457223.925930,0.000367,-0.000352,0,,,,,11.17000,0.38000,-0.21000,0,9.100,3.700,-3.700,0,0.75,,,0,14.733,,0,12.793,0.033,0
1152,EPIC 212554013,EPIC 212554013.01,K2-127 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,3.58800000,,,0,2457220.338000,,,0,,,,,0.11247,,,0,,,,,,,,,14.733,,0,12.793,0.033,0
1153,EPIC 212555594,EPIC 212555594.01,K2-192 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,4.16322100,0.00020600,-0.00020200,0,2457220.442410,0.002032,-0.002065,0,17.447409,2.694987,-5.159583,0,0.01743,0.00141,-0.00109,0,1.575,0.151,-0.111,0,0.83,0.04,-0.03,0,12.482,,0,10.657,0.025,0
1154,EPIC 212555594,EPIC 212555594.01,K2-192 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,4.16300000,,,0,2457220.440000,,,0,,,,,0.01566,,,0,,,,,,,,,12.482,,0,10.657,0.025,0
1155,EPIC 212555594,EPIC 212555594.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,4.16276400,0.00066900,-0.00064500,0,2457220.444130,0.006235,-0.006441,0,,,,,1.68000,0.26000,-0.17000,0,1.500,0.700,-0.600,0,0.83,,,0,12.482,,0,10.657,0.025,0
1156,EPIC 212562715,EPIC 212562715.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h28m40.30s,202.167923,-11d23m57.6s,-11.399330,13.52475000,0.00107300,-0.00091700,0,2457220.469330,0.002786,-0.003017,0,37.181905,5.623348,-11.493345,0,0.02350,0.00189,-0.00133,0,2.277,0.208,-0.147,0,0.89,0.04,-0.03,0,13.046,,0,11.538,0.029,0
1157,EPIC 212562715,EPIC 212562715.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h28m40.30s,202.167923,-11d23m57.6s,-11.399330,13.52400000,,,0,2457220.467000,,,0,,,,,0.02309,,,0,,,,,,,,,13.046,,0,11.538,0.029,0
1158,EPIC 212563850,EPIC 212563850.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h23m23.65s,200.848526,-11d22m29.1s,-11.374752,14.31100000,,,0,2457222.751000,,,0,,,,,0.02625,,,0,,,,,,,,,13.172,,0,10.398,0.023,0
1159,EPIC 212570977,EPIC 212570977.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h43m36.34s,205.901398,-11d13m24.9s,-11.223570,8.85302500,0.00008200,-0.00008100,0,2457223.894410,0.000382,-0.000387,0,,,,,15.14000,0.10000,-0.10000,0,14.400,5.800,-5.800,0,0.87,,,0,13.928,,0,12.319,0.029,0
1160,EPIC 212570977,EPIC 212570977.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h43m36.34s,205.901398,-11d13m24.9s,-11.223570,8.85300000,,,0,2457223.894000,,,0,,,,,0.15590,,,0,,,,,,,,,13.928,,0,12.319,0.029,0
1161,EPIC 212570977,EPIC 212570977.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h43m36.34s,205.901398,-11d13m24.9s,-11.223570,8.85007649,,,0,2457232.757603,,,0,,,,,,,,,,,,,,,,,13.928,,0,12.319,0.029,0
1162,EPIC 212572439,EPIC 212572439.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h37m45.62s,204.440079,-11d11m33.3s,-11.192574,2.58166013,,,0,2457225.607829,,,0,,,,,,,,,,,,,,,,,12.835,,0,11.114,0.035,0
1163,EPIC 212572439,EPIC 212572439.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h37m45.62s,204.440079,-11d11m33.3s,-11.192574,2.58100000,,,0,2457217.866000,,,0,,,,,0.06319,,,0,,,,,,,,,12.835,,0,11.114,0.035,0
1164,EPIC 212572439,EPIC 212572439.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h37m45.62s,204.440079,-11d11m33.3s,-11.192574,2.58146700,0.00001600,-0.00001700,0,2457223.028560,0.000250,-0.000253,0,,,,,6.68000,0.40000,-0.32000,0,5.700,2.300,-2.300,0,0.78,,,0,12.835,,0,11.114,0.035,0
1165,EPIC 212572452,EPIC 212572452.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h37m46.02s,204.441757,-11d11m32.0s,-11.192224,2.58100000,,,0,2457217.865000,,,0,,,,,0.17404,,,0,,,,,,,,,14.769,,0,11.868,0.027,0
1166,EPIC 212572452,EPIC 212572452.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,6,1,13h37m46.02s,204.441757,-11d11m32.0s,-11.192224,2.58148000,0.00001000,-0.00001000,0,2457223.028000,0.000000,0.000000,0,9.910000,,,0,0.07300,0.00200,-0.00300,0,5.380,0.380,-0.380,0,,,,,14.769,,0,11.868,0.027,0
1167,EPIC 212575828,EPIC 212575828.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h40m38.33s,205.159698,-11d07m01.5s,-11.117092,2.06000000,,,0,2457217.849000,,,0,,,,,0.03666,,,0,,,,,,,,,15.508,,0,13.392,0.032,0
1168,EPIC 212577658,EPIC 212577658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h55m00.81s,208.753357,-11d04m47.4s,-11.079821,14.06900000,,,0,2457221.323000,,,0,,,,,0.01738,,,0,,,,,,,,,11.541,,0,9.883,0.027,0
1169,EPIC 212577658,EPIC 212577658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,0,13h55m00.81s,208.753357,-11d04m47.4s,-11.079821,14.06912100,0.00105200,-0.00102900,0,2457221.321680,0.003203,-0.003309,0,,,,,2.01000,0.29000,-0.12000,0,1.800,0.800,-0.700,0,0.84,,,0,11.541,,0,9.883,0.027,0
1170,EPIC 212577658,EPIC 212577658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h55m00.81s,208.753357,-11d04m47.4s,-11.079821,14.07277587,,,0,2457235.380818,,,0,,,,,,,,,,,,,,,,,11.541,,0,9.883,0.027,0
1171,EPIC 212577658,EPIC 212577658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h55m00.81s,208.753357,-11d04m47.4s,-11.079821,14.06975900,0.00072400,-0.00071000,0,2457221.321330,0.002150,-0.002261,0,31.486756,4.811296,-11.010493,0,0.01923,0.00147,-0.00090,0,1.867,0.180,-0.111,0,0.89,0.05,-0.03,0,11.541,,0,9.883,0.027,0
1172,EPIC 212579164,EPIC 212579164.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h12m17.94s,198.074768,-11d02m51.6s,-11.047655,18.15565300,0.00007000,-0.00006800,0,2457238.553440,0.000123,-0.000110,0,,,,,60.70000,14.10000,-8.51000,0,55.000,25.400,-23.300,0,0.83,,,0,13.632,,0,12.250,0.027,0
1173,EPIC 212579424,EPIC 212579424.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h11m25.78s,197.857407,-11d02m33.2s,-11.042554,6.37300000,,,0,2457221.769000,,,0,,,,,0.13386,,,0,,,,,,,,,17.443,,0,15.193,,-1
1174,EPIC 212580872,EPIC 212580872.01,K2-193 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,14.78600000,,,0,2457224.262000,,,0,,,,,0.03652,,,0,,,,,,,,,13.047,,0,11.479,0.023,0
1175,EPIC 212580872,EPIC 212580872.01,K2-193 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,14.78720700,0.00043000,-0.00046700,0,2457224.259060,0.001085,-0.001136,0,25.230497,1.579523,-3.478963,0,0.03846,0.00141,-0.00082,0,4.015,0.342,-0.206,0,0.96,0.07,-0.04,0,13.047,,0,11.479,0.023,0
1176,EPIC 212580872,EPIC 212580872.01,K2-193 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,6,0,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,14.78674700,0.00085100,-0.00084100,0,2457224.261490,0.001988,-0.002002,0,,,,,3.59000,0.16000,-0.08000,0,3.300,1.300,-1.300,0,0.83,,,0,13.047,,0,11.479,0.023,0
1177,EPIC 212585579,EPIC 212585579.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h39m15.78s,204.815765,-10d54m25.1s,-10.906977,3.02179500,0.00009300,-0.00009400,0,2457221.562990,0.001279,-0.001227,0,,,,,38.76000,35.69000,-24.16000,0,45.900,42.600,-28.900,0,1.09,,,0,12.629,,0,11.288,0.023,0
1178,EPIC 212585579,EPIC 212585579.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h39m15.78s,204.815765,-10d54m25.1s,-10.906977,3.02164122,,,0,2457227.609901,,,0,,,,,,,,,,,,,,,,,12.629,,0,11.288,0.023,0
1179,EPIC 212586030,EPIC 212586030.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,0,13h43m25.96s,205.858154,-10d53m48.9s,-10.896922,7.78328600,0.00074300,-0.00075300,0,2457220.895750,0.003699,-0.003796,0,,,,,37.28000,39.24000,-26.58000,0,155.700,165.800,-113.000,0,3.83,,,0,11.689,,0,9.468,0.019,0
1180,EPIC 212586030,EPIC 212586030.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h43m25.96s,205.858154,-10d53m48.9s,-10.896922,7.78500000,,,0,2457220.882000,,,0,,,,,0.02327,,,0,,,,,,,,,11.689,,0,9.468,0.019,0
1181,EPIC 212586030,EPIC 212586030.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h43m25.96s,205.858154,-10d53m48.9s,-10.896922,7.78522700,0.00075200,-0.00065200,0,2457220.883300,0.003541,-0.003859,0,8.825517,21.327853,-2.475195,0,0.03894,0.18092,-0.01696,0,7.721,35.882,-3.426,0,1.82,0.22,-0.15,0,11.689,,0,9.468,0.019,0
1182,EPIC 212587672,EPIC 212587672.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,23.22600000,0.00302200,-0.00315600,0,2457237.044060,0.003769,-0.003889,0,,,,,2.20000,0.26000,-0.13000,0,2.300,0.300,-0.200,0,0.95,,,0,12.188,,0,10.857,0.021,0
1183,EPIC 212587672,EPIC 212587672.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,23.22600100,0.00309200,-0.00321200,0,2457237.043680,0.003669,-0.003946,0,44.881086,6.922389,-15.582233,0,0.02160,0.00362,-0.00177,0,2.245,0.400,-0.210,0,0.95,0.06,-0.04,0,12.188,,0,10.857,0.021,0
1184,EPIC 212587672,EPIC 212587672.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,23.24110566,,,0,2457237.030509,,,0,,,,,,,,,,,,,,,,,12.188,,0,10.857,0.021,0
1185,EPIC 212587672,EPIC 212587672.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,23.22600000,,,0,2457237.044000,,,0,,,,,0.02166,,,0,,,,,,,,,12.188,,0,10.857,0.021,0
1186,EPIC 212592101,EPIC 212592101.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h42m41.09s,205.671219,-10d46m06.7s,-10.768529,4.54500000,,,0,2457217.550000,,,0,,,,,0.07971,,,0,,,,,,,,,16.831,,0,13.717,0.043,0
1187,EPIC 212601505,EPIC 212601505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h30m34.00s,202.641663,-10d33m19.4s,-10.555388,0.72436144,,,0,2457225.115894,,,0,,,,,,,,,,,,,,,,,14.486,,0,10.508,0.021,0
1188,EPIC 212628098,EPIC 212628098.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h21m09.73s,200.290558,-09d56m57.0s,-9.949168,4.35242800,0.00002000,-0.00002100,0,2457223.348300,0.000188,-0.000183,0,,,,,22.72000,0.52000,-0.49000,0,16.600,6.700,-6.700,0,0.67,,,0,13.259,,0,10.743,0.026,0
1189,EPIC 212628098,EPIC 212628098.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,6,0,13h21m09.73s,200.290558,-09d56m57.0s,-9.949168,4.35244000,0.00003000,-0.00003000,0,2457223.348000,0.000000,0.000000,0,17.230000,,,0,0.22800,0.00500,-0.00500,0,14.070,0.770,-0.770,0,,,,,13.259,,0,10.743,0.026,0
1190,EPIC 212634172,EPIC 212634172.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,6,1,13h29m33.76s,202.390686,-09d48m36.6s,-9.810173,2.85177000,0.00010000,-0.00010000,0,2457254.669000,0.001000,-0.001000,0,14.760000,,,0,0.08800,0.43000,-0.02300,0,3.340,16.300,-0.940,0,,,,,14.831,,0,11.412,0.023,0
1191,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84300000,,,0,2457222.438000,,,0,,,,,0.02795,,,0,,,,,,,,,12.471,,0,10.647,0.019,0
1192,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,0,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84367800,0.00090600,-0.00098900,0,2457222.438710,0.002882,-0.002728,0,,,,,24.21000,44.69000,-19.27000,0,21.400,40.400,-19.100,0,0.81,,,0,12.471,,0,10.647,0.019,0
1193,EPIC 212639319,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h18m18.75s,199.578140,-09d41m30.7s,-9.691857,13.84372500,0.00094800,-0.00086800,0,2457222.436520,0.002757,-0.002900,0,28.622521,33.473301,-12.702752,0,0.03775,0.29670,-0.00957,0,6.761,53.143,-1.959,0,1.64,0.26,-0.23,0,12.471,,0,10.647,0.019,0
1194,EPIC 212645891,EPIC 212645891.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32814902,,,0,2457225.259789,,,0,,,,,,,,,,,,,,,,,12.641,,0,11.053,0.026,0
1195,EPIC 212645891,EPIC 212645891.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.98400000,,,0,2457218.042000,,,0,,,,,0.04034,,,0,,,,,,,,,12.641,,0,11.053,0.026,0
1196,EPIC 212645891,EPIC 212645891.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,14h01m05.53s,210.273026,-09d32m24.4s,-9.540112,0.32815200,0.00000100,-0.00000100,0,2457218.041500,0.000185,-0.000185,0,1.441255,0.065698,-0.048116,0,0.13697,0.11299,-0.05963,0,14.792,12.249,-6.468,0,0.99,0.07,-0.04,0,12.641,,0,11.053,0.026,0
1197,EPIC 212646483,EPIC 212646483.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h06m39.17s,211.663208,-09d31m35.4s,-9.526506,8.25300000,,,0,2457219.873000,,,0,,,,,0.02907,,,0,,,,,,,,,13.858,,0,12.194,0.026,0
1198,EPIC 212661144,EPIC 212661144.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h56m56.00s,209.233337,-09d11m15.5s,-9.187627,2.45900000,,,0,2457218.910000,,,0,,,,,0.02719,,,0,,,,,,,,,13.595,,0,12.055,0.040,0
1199,EPIC 212661144,EPIC 212661144.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h56m56.00s,209.233337,-09d11m15.5s,-9.187627,2.45840745,,,0,2457226.293781,,,0,,,,,,,,,,,,,,,,,13.595,,0,12.055,0.040,0
1200,EPIC 212672300,EPIC 212672300.01,K2-194 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,39.69900000,,,0,2457243.008000,,,0,,,,,0.02479,,,0,,,,,,,,,12.846,,0,11.570,0.021,0
1201,EPIC 212672300,EPIC 212672300.01,K2-194 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,39.72138600,0.00570400,-0.00555500,0,2457243.006970,0.004264,-0.004261,0,30.988860,4.232625,-10.186979,0,0.02607,0.00251,-0.00103,0,3.642,0.618,-0.500,0,1.28,0.18,-0.17,0,12.846,,0,11.570,0.021,0
1202,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,6,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05459000,0.00001000,-0.00001000,0,2457256.570000,0.000000,0.000000,0,7.990000,,,0,0.02700,0.00200,-0.00300,0,1.290,0.140,-0.170,0,,,,,12.011,,0,8.588,0.024,0
1203,EPIC 212679181,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h26m56.92s,201.737183,-08d45m46.8s,-8.763013,1.05500000,,,0,2457217.551000,,,0,,,,,0.02140,,,0,,,,,,,,,12.011,,0,8.588,0.024,0
